prompt,SFT_Display,BCO_Display,KTO_Display
"subject: Weekly Update: Summary of recent activities
urls: False
attachments: False
sentiment: neutral
->
body:","1.  <ORG> has been extended to <DATE>.

2.  <ORG> is now in bankruptcy proceedings.  We are continui... [99.98%]","<PER>:

I am sending you a summary of the activities that we have undertaken in the past few weeks. ... [87.99%]","Please find attached a summary of recent developments at <ORG>.  This
includes a brief discussion of... [43.37%]"
"subject: Meeting Reminder: Agenda for tomorrow’s discussion
urls: False
attachments: True
sentiment: neutral
->
body:","2:00 p.m. EST, <DATE>

Dial-In Number: <PHONE>

Participant Code: 1857092#

<ATTACHMENT>
<ATTACHMENT... [85.89%]","All,

I wanted to confirm that tomorrow's meeting will take place in EB-49C2 from
12:00pm-2:00pm. I'... [58.89%]","Attached is the agenda for tomorrow's meeting.  If you are unable to attend,
please contact me as so... [4.62%]"
"subject: Follow-Up: Notes from our last conversation
urls: False
attachments: True
sentiment: neutral
->
body:","1.  We would like to have a meeting with you next week to discuss our
proposal to use the <ORG> for ... [99.66%]","<PER>,

I wanted to follow up on our conversation of <DATE> and attach a
draft of the notes I took f... [98.42%]","<PER>,

Thanks for speaking with me on Friday.  Attached are some follow-up notes
for you.  I also s... [19.63%]"
"subject: Information Request: Additional details needed
urls: False
attachments: False
sentiment: neutral
->
body:","1.  Please provide a list of your top 5 clients by (a) number of transactions, (b) number of seats l... [93.48%]","<PER>,

In response to our request for additional information, we have received some additional deta... [32.68%]",Please provide the additional details requested in the attached memo regarding <ORG> Corp.'s operati... [69.87%]
"subject: Team Announcement: New member introduction
urls: False
attachments: False
sentiment: neutral
->
body:","1. New Member Introduction

2. <PER> is the new Member for <ORG> <LOC> Gas Trading in the <LOC> offi... [99.97%]","Team <LOC> - <LOC>:

Please join me in welcoming <PER> <PER> to our team.  <PER> is a Vice President... [99.98%]","Hi everyone,

Please join me in welcoming <PER> Hare, who has recently joined the team. <PER> is a s... [99.33%]"
"subject: Project Update: Current status and next steps
urls: False
attachments: False
sentiment: neutral
->
body:","1.   Current Status

You are all aware that we have been working diligently to complete the project ... [99.74%]","All,

At today's project team meeting, we reviewed the current status of the project and discussed t... [58.05%]","Project Update

Current status and next steps

On <DATE>, we sent you a message about the project to... [39.64%]"
"subject: Friendly Reminder: Upcoming internal deadline
urls: False
attachments: False
sentiment: neutral
->
body:","13 days until the <ORG> <ORG> <LOC> 2016 Election Cycle Goal

Friend,

With the election 13 days awa... [1.19%]","Dear <PER>:

I am writing to remind you of an upcoming internal deadline.

You have an opportunity t... [1.25%]","<PER>,

I wanted to send you a friendly reminder that our internal deadline for our end of year fund... [95.97%]"
"subject: General Inquiry: Clarification needed on your last message
urls: False
attachments: False
sentiment: neutral
->
body:",1)  I am currently a director of <ORG> and I am interested in becoming a director of <ORG> if the me... [93.66%],"<PER>,

I received your last email, and I am not sure that I understand it.  I am currently employed... [99.28%]","<PER>,

I am the one who is the former employee of <ORG> and I am in the process of filing my unempl... [99.96%]"
"subject: Status Check: How is the project progressing?
urls: False
attachments: False
sentiment: neutral
->
body:",1.	Have you created a new <ORG> folder under the O:\Research folder and made sure that your team mem... [98.57%],Please respond to status inquiry.  Please provide a brief status update on your project.  For those ... [99.42%],"When you have a few minutes, I would like to get an update on the status of the project.  I would li... [1.16%]"
"subject: Internal Notice: Scheduled maintenance this week
urls: False
attachments: False
sentiment: neutral
->
body:","15 minute downtime for maintenance:

*   Sunday, <DATE> 11:00 - 11:15pm Central Time
*   Monday, <DA... [40.31%]","Dear Colleagues,

This email is to alert you that this week the <ORG> will be performing scheduled m... [1.89%]","Dear all,

We are performing scheduled maintenance on the <ORG> system this week.  We will be testin... [42.4%]"
